return_id,order_id,return_date,return_reason,return_amount
3692,45777,2022-07-08,Wrong Item,9.87
3693,30766,2023-03-27,Quality Issue,11.93
3694,16334,2022-11-08,Late Delivery,74.4
3695,45636,2023-10-27,Changed Mind,4.73
3696,75470,2024-08-28,Wrong Item,21.91
3697,22169,2025-07-18,Quality Issue,5.86
3698,56066,2023-04-04,Damaged,6.69
3699,73483,2023-01-30,Changed Mind,42.19
3700,9224,2025-02-02,Late Delivery,56.1
3701,10364,2022-12-29,Wrong Item,57.87
3702,74737,2022-02-06,Late Delivery,13.03
3703,47882,2022-09-06,Wrong Item,32.8
3704,71172,2024-11-27,Changed Mind,12.78
3705,76661,2023-10-01,Quality Issue,9.22
3706,16923,2023-07-25,Changed Mind,20.44
3707,65192,2025-07-17,Damaged,109.74
3708,48355,2024-08-24,Late Delivery,48.23
3709,26669,2022-07-09,Quality Issue,59.17
3710,8904,2022-04-17,Late Delivery,19.62
3711,1440,2024-01-03,Changed Mind,99.31
3712,1985,2024-08-09,Quality Issue,101.6
3713,48486,2024-04-16,Damaged,227.39
3714,3318,2025-06-22,Changed Mind,58.76
3715,24776,2025-05-30,Wrong Item,17.45
3716,49797,2025-05-18,Changed Mind,111.55
3717,6494,2026-01-29,Damaged,4.56
3718,49073,2023-06-04,Late Delivery,76.19
3719,53623,2025-11-08,Late Delivery,59.0
3720,49607,2022-06-06,Damaged,14.9
3721,34081,2024-06-10,Changed Mind,151.56
3722,61506,2022-07-07,Wrong Item,27.43
3723,55477,2024-04-23,Damaged,19.03
3724,77617,2022-11-16,Quality Issue,60.89
3725,52829,2024-08-18,Changed Mind,53.44
3726,31080,2022-05-17,Quality Issue,6.87
3727,450,2023-04-02,Changed Mind,16.35
3728,35717,2022-01-19,Changed Mind,22.54
3729,2714,2022-11-15,Late Delivery,13.4
3730,34688,2025-11-30,Wrong Item,12.85
3731,74297,2023-04-14,Wrong Item,61.5
3732,37399,2023-05-15,Quality Issue,12.83
3733,55232,2023-01-02,Wrong Item,51.07
3734,20350,2025-06-19,Late Delivery,5.67
3735,12483,2022-03-08,Damaged,54.04
3736,14140,2025-01-07,Changed Mind,22.04
3737,11702,2023-08-08,Damaged,28.03
3738,17994,2024-12-13,Quality Issue,15.03
3739,23673,2023-06-14,Quality Issue,37.37
3740,75299,2025-08-04,Changed Mind,74.52
3741,5714,2022-09-09,Changed Mind,11.33
3742,11270,2025-07-02,Late Delivery,18.15
3743,40843,2023-04-19,Quality Issue,160.78
3744,10843,2022-06-08,Late Delivery,26.1
3745,50548,2023-04-14,Damaged,10.54
3746,41271,2023-02-26,Changed Mind,11.9
3747,6312,2022-09-07,Damaged,18.04
3748,26832,2025-10-23,Changed Mind,15.02
3749,48858,2025-01-31,Changed Mind,10.43
3750,73014,2022-12-06,Damaged,31.92
3751,25350,2023-09-13,Changed Mind,71.24
3752,65327,2024-08-08,Changed Mind,22.79
3753,8998,2024-02-09,Wrong Item,28.49
3754,8458,2025-12-09,Quality Issue,89.61
3755,415,2025-07-23,Wrong Item,370.17
3756,2002,2022-08-26,Quality Issue,6.34
3757,18128,2025-05-09,Changed Mind,16.96
3758,17482,2024-09-22,Changed Mind,17.23
3759,57784,2025-05-18,Changed Mind,41.87
3760,49239,2025-03-29,Changed Mind,85.18
3761,10788,2022-08-17,Late Delivery,28.66
3762,24747,2025-12-29,Late Delivery,7.26
3763,55151,2023-06-11,Late Delivery,26.22
3764,8368,2025-12-23,Changed Mind,42.77
3765,32239,2024-05-16,Damaged,72.28
3766,2085,2024-12-31,Changed Mind,127.27
3767,76740,2023-11-02,Wrong Item,47.74
3768,26710,2022-06-20,Wrong Item,59.99
3769,38826,2022-03-20,Late Delivery,22.49
3770,10922,2022-02-14,Quality Issue,15.39
3771,53676,2025-08-09,Late Delivery,20.02
3772,39719,2023-10-08,Quality Issue,73.95
3773,58475,2024-05-30,Quality Issue,94.64
3774,30428,2024-05-22,Late Delivery,24.78
3775,39358,2025-11-06,Damaged,7.37
3776,39921,2024-08-05,Quality Issue,28.71
3777,39488,2024-12-19,Damaged,89.84
3778,20908,2025-03-02,Late Delivery,41.41
3779,69190,2025-03-22,Quality Issue,12.59
3780,25966,2022-04-02,Late Delivery,44.39
3781,64265,2025-09-14,Wrong Item,17.92
3782,52525,2026-01-01,Late Delivery,140.3
3783,67253,2025-12-17,Changed Mind,30.0
3784,68243,2024-09-20,Late Delivery,20.2
3785,15458,2022-04-23,Changed Mind,14.14
3786,37,2023-03-05,Quality Issue,17.77
3787,2693,2022-06-12,Quality Issue,10.69
3788,37832,2023-12-31,Wrong Item,55.84
3789,44773,2024-01-27,Changed Mind,31.46
3790,49223,2025-09-11,Late Delivery,137.34
3791,37567,2025-04-06,Late Delivery,16.95
3792,15924,2024-03-29,Late Delivery,105.2
3793,68388,2026-01-14,Late Delivery,14.64
3794,61703,2025-02-13,Changed Mind,63.06
3795,55491,2022-03-22,Wrong Item,64.57
3796,47416,2022-04-07,Late Delivery,61.9
3797,26761,2022-05-31,Damaged,26.71
3798,73882,2025-01-11,Damaged,42.6
3799,75439,2023-11-20,Wrong Item,34.88
3800,77732,2024-09-22,Changed Mind,21.68
3801,71380,2024-02-21,Wrong Item,12.79
3802,24829,2025-10-03,Damaged,23.65
3803,17745,2022-04-27,Late Delivery,28.37
3804,75993,2024-04-24,Damaged,50.04
3805,7551,2025-04-30,Changed Mind,19.84
3806,9567,2024-03-16,Damaged,15.29
3807,68289,2024-01-09,Quality Issue,17.31
3808,45398,2023-11-17,Changed Mind,14.64
3809,22612,2023-09-23,Changed Mind,15.39
3810,37998,2023-01-29,Damaged,20.21
3811,46669,2022-09-03,Changed Mind,23.28
3812,19350,2022-08-13,Damaged,9.8
3813,3409,2023-03-29,Late Delivery,175.02
3814,8932,2023-04-19,Wrong Item,47.68
3815,44017,2022-11-15,Damaged,16.7
3816,54994,2025-05-15,Damaged,39.87
3817,5655,2024-08-29,Damaged,15.04
3818,7233,2026-01-23,Late Delivery,146.21
3819,57793,2025-07-17,Quality Issue,10.23
3820,48200,2025-08-27,Changed Mind,7.9
3821,52721,2025-06-11,Wrong Item,36.49
3822,6232,2025-02-06,Late Delivery,10.64
3823,61890,2022-03-03,Wrong Item,24.43
3824,29827,2022-05-04,Quality Issue,233.93
3825,57431,2024-07-03,Damaged,32.26
3826,42841,2022-05-28,Late Delivery,16.28
3827,21765,2025-12-11,Damaged,221.12
3828,55419,2023-06-30,Quality Issue,47.2
3829,11135,2022-11-20,Damaged,34.04
3830,18516,2022-12-25,Late Delivery,4.21
3831,57107,2022-04-04,Damaged,32.65
3832,43220,2022-03-17,Quality Issue,7.01
3833,48489,2022-09-22,Quality Issue,20.11
3834,37946,2025-06-12,Wrong Item,47.62
3835,65624,2024-02-03,Changed Mind,55.03
3836,35650,2022-08-11,Wrong Item,16.91
3837,59918,2024-01-08,Damaged,24.22
3838,1456,2024-10-31,Changed Mind,56.24
3839,57954,2022-06-25,Quality Issue,38.82
3840,77143,2022-03-08,Wrong Item,75.55
3841,10989,2024-11-16,Damaged,30.41
3842,58384,2024-08-31,Damaged,54.46
3843,60038,2026-01-04,Late Delivery,58.09
3844,23656,2023-01-05,Wrong Item,12.11
3845,74457,2023-02-17,Quality Issue,45.12
3846,36989,2023-09-19,Late Delivery,10.46
3847,73974,2026-01-31,Wrong Item,11.13
3848,23987,2022-06-15,Late Delivery,49.07
3849,39319,2025-02-17,Quality Issue,10.08
3850,48346,2025-05-14,Wrong Item,19.48
3851,35585,2024-05-29,Damaged,15.97
3852,70745,2024-07-08,Late Delivery,8.87
3853,76229,2023-11-22,Wrong Item,25.15
3854,11611,2025-12-15,Quality Issue,26.6
3855,31987,2023-09-07,Wrong Item,53.07
3856,6145,2025-08-11,Wrong Item,36.29
3857,30799,2025-02-10,Changed Mind,30.76
3858,13635,2023-08-18,Wrong Item,27.98
3859,11929,2024-12-28,Quality Issue,7.8
3860,57614,2023-06-01,Wrong Item,38.66
3861,3807,2024-01-14,Late Delivery,12.02
3862,13651,2024-05-25,Late Delivery,30.75
3863,45630,2025-05-15,Quality Issue,22.7
3864,6594,2025-07-04,Quality Issue,15.15
3865,69664,2024-08-13,Changed Mind,12.49
3866,5985,2024-04-15,Changed Mind,32.34
3867,18051,2025-02-07,Wrong Item,37.99
3868,54761,2022-03-14,Late Delivery,36.71
3869,66981,2023-05-25,Wrong Item,52.29
3870,31081,2025-09-07,Wrong Item,16.82
3871,42755,2023-11-05,Quality Issue,7.05
3872,61416,2025-07-17,Changed Mind,24.7
3873,50452,2024-09-04,Quality Issue,19.02
3874,24200,2023-10-19,Late Delivery,9.32
3875,5380,2026-01-10,Late Delivery,9.08
3876,32663,2025-01-20,Late Delivery,30.64
3877,13062,2024-08-26,Quality Issue,23.02
3878,56348,2025-12-20,Changed Mind,12.91
3879,37406,2023-05-28,Damaged,23.5
3880,49248,2024-07-12,Wrong Item,15.64
3881,35766,2024-04-26,Late Delivery,7.07
3882,19932,2024-01-19,Late Delivery,49.31
3883,30479,2022-05-09,Late Delivery,70.6
3884,23364,2026-01-09,Wrong Item,12.31
3885,22765,2025-06-06,Quality Issue,67.63
3886,5879,2026-01-08,Wrong Item,98.19
3887,66407,2023-04-21,Late Delivery,29.38
3888,5660,2023-09-07,Quality Issue,25.84
3889,47928,2022-09-01,Damaged,75.18
3890,14811,2025-10-07,Wrong Item,21.0
3891,41995,2024-05-03,Damaged,13.41
3892,51675,2022-07-01,Wrong Item,8.31
3893,47797,2025-01-22,Damaged,10.4
3894,46149,2022-11-27,Wrong Item,21.83
3895,68890,2025-12-27,Changed Mind,41.62
3896,61979,2024-06-19,Late Delivery,12.4
3897,28457,2022-11-14,Changed Mind,31.29
3898,7370,2022-11-04,Late Delivery,8.49
3899,59260,2025-09-12,Late Delivery,16.34
3900,4221,2025-01-10,Late Delivery,55.0
3901,1053,2023-04-27,Damaged,130.27
3902,48257,2024-06-29,Damaged,51.13
3903,39073,2026-01-08,Quality Issue,50.67
3904,23338,2024-09-09,Wrong Item,42.06
3905,19114,2022-04-30,Late Delivery,37.95
3906,46542,2022-10-16,Damaged,66.41
3907,58932,2025-07-15,Late Delivery,41.85
3908,48195,2025-02-28,Damaged,16.95
3909,68765,2023-09-14,Damaged,25.56
3910,61169,2025-02-10,Late Delivery,10.31
3911,16160,2025-08-27,Late Delivery,17.68
3912,20332,2025-04-03,Damaged,120.13
3913,60302,2024-03-20,Quality Issue,133.5
3914,75957,2022-09-05,Wrong Item,19.22
3915,60842,2025-03-31,Late Delivery,12.58
3916,45279,2024-09-05,Quality Issue,22.31
3917,20456,2025-08-04,Wrong Item,86.8
3918,44134,2024-02-09,Damaged,21.66
3919,59141,2024-04-19,Quality Issue,30.2
3920,13847,2024-06-22,Quality Issue,28.21
3921,17815,2025-12-17,Damaged,95.55
3922,41478,2024-08-14,Quality Issue,23.47
3923,74067,2025-01-02,Quality Issue,89.84
3924,61821,2023-09-10,Late Delivery,48.35
3925,26034,2025-03-12,Changed Mind,66.97
3926,25815,2024-02-13,Damaged,26.88
3927,67820,2025-01-20,Wrong Item,13.68
3928,48872,2025-12-14,Quality Issue,44.5
3929,39271,2022-04-20,Changed Mind,57.62
3930,41218,2023-07-11,Quality Issue,200.43
3931,25084,2025-08-29,Wrong Item,33.13
3932,5828,2022-06-20,Wrong Item,18.93
3933,70964,2025-06-28,Wrong Item,36.33
3934,54035,2024-04-26,Damaged,100.39
3935,21881,2022-06-07,Damaged,44.81
3936,12259,2025-03-14,Damaged,16.72
3937,21546,2023-10-06,Quality Issue,27.67
3938,59485,2023-05-21,Quality Issue,17.2
3939,53561,2025-09-12,Wrong Item,17.63
3940,60707,2024-10-23,Changed Mind,83.28
3941,20076,2025-04-15,Quality Issue,137.65
3942,53065,2025-10-03,Late Delivery,59.04
3943,66536,2023-05-18,Wrong Item,56.9
3944,43441,2023-04-13,Changed Mind,16.46
3945,7458,2024-01-02,Quality Issue,28.33
3946,10496,2025-01-11,Damaged,14.32
3947,24009,2024-02-21,Changed Mind,34.12
3948,1627,2023-05-07,Quality Issue,39.25
3949,7890,2023-10-20,Damaged,17.02
3950,68567,2023-09-05,Wrong Item,187.86
3951,46659,2025-10-02,Late Delivery,25.25
3952,32195,2022-08-17,Quality Issue,12.94
3953,66512,2024-09-27,Changed Mind,25.38
3954,28410,2025-03-20,Changed Mind,7.37
3955,77177,2024-12-09,Late Delivery,33.25
3956,36677,2023-03-29,Changed Mind,70.63
3957,18410,2024-02-11,Damaged,29.73
3958,43126,2024-02-20,Wrong Item,19.36
3959,68808,2023-04-10,Wrong Item,13.46
3960,40424,2025-08-26,Damaged,159.09
3961,13380,2023-01-04,Changed Mind,51.45
3962,51101,2023-04-17,Late Delivery,5.48
3963,56034,2023-02-26,Quality Issue,12.57
3964,25389,2024-02-22,Wrong Item,23.54
3965,16929,2025-10-24,Damaged,29.15
3966,20772,2024-02-19,Quality Issue,9.68
3967,15185,2025-08-10,Wrong Item,43.38
3968,4098,2025-03-28,Quality Issue,34.28
3969,77164,2024-06-20,Late Delivery,24.7
3970,4113,2023-03-18,Wrong Item,11.22
3971,78343,2023-07-13,Late Delivery,355.63
3972,48663,2024-11-21,Changed Mind,37.63
3973,6177,2024-04-22,Changed Mind,27.54
3974,6806,2024-07-01,Changed Mind,8.88
3975,7382,2024-01-18,Late Delivery,16.49
3976,7273,2024-02-22,Quality Issue,21.42
3977,64613,2026-01-21,Changed Mind,25.08
3978,39411,2022-08-19,Damaged,84.49
3979,71775,2024-03-12,Wrong Item,100.42
3980,69563,2025-03-15,Damaged,58.18
3981,17624,2022-05-24,Changed Mind,23.13
3982,36675,2025-12-19,Wrong Item,72.92
3983,29943,2025-06-10,Late Delivery,18.12
3984,25407,2025-03-22,Changed Mind,7.45
3985,77591,2025-06-07,Changed Mind,95.27
3986,39840,2022-06-23,Damaged,12.34
3987,69051,2022-09-28,Damaged,37.22
3988,72442,2023-03-14,Changed Mind,35.78
3989,7359,2022-04-21,Late Delivery,77.28
3990,2822,2024-06-17,Wrong Item,225.14
3991,17772,2022-04-04,Changed Mind,30.16
3992,54744,2022-04-08,Late Delivery,9.57
3993,20502,2025-03-04,Quality Issue,74.02
3994,20928,2025-11-15,Quality Issue,6.27
3995,8880,2024-11-11,Late Delivery,45.3
3996,12990,2025-06-24,Damaged,32.45
3997,10513,2024-08-07,Wrong Item,12.14
3998,36463,2025-02-10,Wrong Item,29.19
3999,53043,2025-12-30,Changed Mind,17.85
4000,57179,2023-03-01,Quality Issue,33.91
4001,11907,2023-04-24,Damaged,178.55
4002,14672,2024-04-18,Quality Issue,16.15
4003,7853,2022-08-01,Late Delivery,86.34
4004,48169,2025-06-28,Quality Issue,62.78
4005,65381,2023-10-10,Damaged,23.65
4006,34622,2025-04-29,Changed Mind,30.45
4007,30928,2025-03-14,Wrong Item,68.29
4008,6116,2026-01-26,Damaged,48.57
4009,56792,2024-10-30,Quality Issue,8.25
4010,44296,2025-11-13,Wrong Item,125.88
4011,15690,2025-01-31,Damaged,27.89
4012,28000,2024-03-03,Damaged,120.59
4013,36053,2022-11-23,Changed Mind,94.17
4014,57096,2025-05-22,Quality Issue,17.23
4015,27075,2022-10-10,Damaged,27.16
4016,50644,2025-06-20,Damaged,28.11
4017,50089,2023-11-16,Quality Issue,27.89
4018,35210,2025-08-17,Changed Mind,23.62
4019,12560,2023-01-21,Quality Issue,42.51
4020,38691,2025-11-03,Wrong Item,11.43
4021,72600,2023-12-12,Changed Mind,58.4
4022,58958,2025-03-19,Changed Mind,76.26
4023,47459,2022-08-31,Late Delivery,22.14
4024,32639,2025-01-22,Changed Mind,163.95
4025,53039,2022-11-17,Quality Issue,39.04
4026,57578,2024-05-14,Changed Mind,26.88
4027,60126,2025-03-11,Damaged,5.29
4028,62508,2025-04-02,Changed Mind,91.9
4029,13591,2025-12-20,Quality Issue,223.54
4030,10068,2026-01-28,Damaged,31.38
4031,15303,2023-12-09,Late Delivery,13.92
4032,55332,2023-10-04,Late Delivery,74.33
4033,62114,2022-04-01,Quality Issue,34.19
4034,77145,2024-09-09,Damaged,63.13
4035,64497,2024-03-23,Late Delivery,29.1
4036,57652,2025-07-08,Quality Issue,101.01
4037,20679,2023-02-27,Wrong Item,158.39
4038,17976,2024-08-09,Late Delivery,190.72
4039,44925,2023-08-11,Late Delivery,11.37
4040,69964,2025-09-10,Late Delivery,48.76
4041,78142,2022-10-02,Quality Issue,104.11
4042,46174,2023-12-11,Wrong Item,14.85
4043,73492,2024-09-11,Wrong Item,14.77
4044,45197,2023-12-18,Damaged,56.61
4045,55425,2023-05-13,Late Delivery,104.74
4046,70396,2024-06-14,Quality Issue,145.46
4047,59252,2025-08-06,Damaged,122.36
4048,1049,2024-08-09,Changed Mind,4.36
4049,32720,2023-05-05,Wrong Item,8.67
4050,8031,2023-07-01,Wrong Item,104.24
4051,55241,2022-06-28,Wrong Item,20.95
4052,68642,2022-07-24,Wrong Item,55.55
4053,17797,2025-08-06,Wrong Item,16.92
4054,13492,2022-07-11,Damaged,21.49
4055,9243,2025-01-18,Late Delivery,41.25
4056,35493,2022-09-22,Changed Mind,7.26
4057,20338,2024-09-22,Changed Mind,51.71
4058,35434,2024-09-02,Changed Mind,12.63
4059,28401,2025-01-03,Late Delivery,18.94
4060,29434,2024-10-22,Damaged,30.14
4061,64767,2024-06-10,Damaged,28.83
4062,49722,2025-05-21,Changed Mind,8.89
4063,41797,2022-01-12,Damaged,70.65
4064,4265,2025-12-04,Late Delivery,73.53
4065,18373,2023-05-28,Wrong Item,198.06
4066,52902,2023-05-04,Changed Mind,132.66
4067,21580,2025-12-24,Late Delivery,99.89
4068,71156,2024-04-24,Damaged,94.95
4069,24327,2024-01-30,Damaged,84.98
4070,50930,2025-02-26,Damaged,47.37
4071,58858,2023-05-02,Late Delivery,34.9
4072,78098,2022-10-02,Damaged,39.25
4073,60279,2023-12-11,Changed Mind,21.07
4074,75951,2025-10-28,Quality Issue,153.53
4075,70629,2023-10-15,Wrong Item,10.33
4076,7173,2023-12-14,Quality Issue,36.04
4077,76597,2025-03-03,Quality Issue,18.04
4078,36347,2025-11-29,Changed Mind,7.53
4079,1660,2023-06-20,Late Delivery,14.28
4080,75281,2023-08-30,Wrong Item,247.55
4081,8185,2025-08-11,Changed Mind,62.74
4082,50781,2022-08-23,Late Delivery,60.25
4083,8359,2023-06-28,Changed Mind,47.45
4084,4482,2023-04-27,Quality Issue,5.76
4085,25689,2023-09-23,Damaged,53.58
4086,70600,2023-11-02,Damaged,13.59
4087,58334,2025-07-08,Wrong Item,42.76
4088,32355,2023-04-17,Wrong Item,38.73
4089,74895,2024-07-02,Wrong Item,64.73
4090,60567,2023-10-02,Quality Issue,7.13
4091,76032,2025-05-17,Late Delivery,46.56
4092,38291,2023-02-02,Late Delivery,18.63
4093,46398,2023-12-03,Changed Mind,65.74
4094,52303,2025-07-07,Changed Mind,14.93
4095,74342,2022-06-05,Quality Issue,6.47
4096,58567,2025-04-24,Quality Issue,160.38
4097,44726,2023-07-24,Damaged,69.25
4098,886,2023-04-26,Damaged,7.48
4099,70755,2022-08-25,Damaged,22.77
4100,40670,2023-01-05,Changed Mind,32.81
4101,47113,2024-01-19,Wrong Item,13.49
4102,24045,2024-02-06,Damaged,137.36
4103,19059,2024-07-19,Wrong Item,56.09
4104,51910,2025-02-15,Wrong Item,14.25
4105,59124,2025-05-24,Changed Mind,19.09
4106,9490,2025-11-13,Late Delivery,22.99
4107,47751,2022-05-30,Late Delivery,65.26
4108,28228,2022-04-07,Wrong Item,25.75
4109,7191,2025-04-26,Wrong Item,63.01
4110,37338,2024-04-05,Changed Mind,55.83
4111,5844,2022-02-07,Wrong Item,94.62
4112,21293,2024-08-16,Damaged,69.06
4113,28817,2025-02-04,Changed Mind,6.95
4114,76600,2024-10-10,Wrong Item,37.96
4115,73148,2023-10-07,Quality Issue,115.32
4116,40711,2023-11-15,Late Delivery,6.85
4117,729,2024-02-09,Damaged,61.49
4118,17389,2025-01-01,Late Delivery,45.0
4119,68784,2024-04-20,Late Delivery,24.66
4120,28005,2024-02-08,Quality Issue,14.77
4121,41919,2024-06-11,Damaged,34.98
4122,22439,2025-10-31,Damaged,5.94
4123,55837,2022-05-01,Changed Mind,152.14
4124,55794,2025-06-19,Changed Mind,99.41
4125,56659,2022-09-28,Quality Issue,232.02
4126,25596,2023-06-28,Changed Mind,22.13
4127,12239,2025-01-15,Wrong Item,11.69
4128,66199,2022-09-22,Wrong Item,11.55
4129,50341,2022-11-20,Quality Issue,110.68
4130,60534,2022-09-28,Damaged,56.97
4131,40644,2023-11-22,Damaged,86.08
4132,805,2025-01-27,Wrong Item,16.9
4133,57763,2023-10-30,Changed Mind,42.09
4134,76632,2023-07-16,Damaged,14.3
4135,52997,2023-09-24,Quality Issue,35.5
4136,61876,2022-10-06,Damaged,130.82
4137,25542,2022-06-19,Changed Mind,24.35
4138,54967,2025-07-16,Damaged,64.87
4139,33815,2025-09-28,Changed Mind,11.7
4140,31202,2025-12-18,Changed Mind,29.86
4141,66730,2023-11-28,Changed Mind,51.01
4142,39420,2025-11-27,Late Delivery,30.26
4143,14271,2023-06-06,Changed Mind,46.55
4144,53991,2022-07-08,Changed Mind,20.88
4145,32617,2025-11-05,Changed Mind,15.52
4146,7155,2025-06-13,Late Delivery,40.53
4147,23726,2024-01-23,Changed Mind,25.11
4148,41851,2022-08-25,Changed Mind,32.73
4149,71355,2025-05-06,Quality Issue,138.02
4150,19630,2022-10-04,Quality Issue,8.07
4151,75960,2024-05-11,Wrong Item,86.61
4152,3505,2024-06-18,Changed Mind,16.0
4153,41426,2024-12-08,Wrong Item,18.56
4154,53105,2022-07-01,Changed Mind,20.88
4155,51121,2023-09-19,Late Delivery,46.27
4156,64565,2025-04-09,Changed Mind,24.82
4157,34224,2023-01-09,Late Delivery,125.21
4158,73168,2023-01-21,Wrong Item,290.05
4159,40452,2022-12-09,Changed Mind,135.13
4160,30169,2022-07-16,Changed Mind,28.82
4161,31874,2022-05-26,Changed Mind,21.27
4162,10436,2023-12-25,Late Delivery,13.04
4163,39467,2024-09-30,Changed Mind,6.91
4164,63762,2026-01-24,Quality Issue,16.8
4165,52202,2024-05-15,Changed Mind,64.96
4166,3909,2025-03-08,Changed Mind,122.02
4167,33345,2023-01-01,Quality Issue,53.22
4168,59022,2022-04-22,Wrong Item,20.78
4169,68460,2022-02-08,Damaged,76.27
4170,61810,2024-04-05,Damaged,41.11
4171,41112,2023-08-20,Quality Issue,102.33
4172,1294,2023-09-18,Changed Mind,20.7
4173,17581,2025-02-12,Damaged,106.37
4174,42449,2024-05-28,Changed Mind,17.28
4175,20309,2025-07-21,Late Delivery,13.57
4176,58041,2022-03-14,Changed Mind,18.8
4177,46996,2025-07-22,Quality Issue,39.72
4178,33436,2025-07-16,Late Delivery,9.7
4179,20959,2023-11-28,Wrong Item,40.29
4180,57773,2023-04-01,Damaged,55.6
4181,55604,2022-05-10,Late Delivery,15.84
4182,74522,2022-09-23,Changed Mind,20.13
4183,31616,2024-12-02,Quality Issue,90.24
4184,55133,2024-02-16,Late Delivery,12.55
4185,41681,2023-08-15,Wrong Item,6.17
4186,66059,2022-04-07,Wrong Item,53.7
4187,64241,2023-11-05,Quality Issue,86.63
4188,75770,2024-03-01,Damaged,274.97
4189,47383,2024-04-12,Quality Issue,45.82
4190,57156,2022-08-14,Damaged,129.81
4191,11370,2025-02-08,Damaged,39.69
4192,51183,2023-03-30,Quality Issue,119.06
4193,36649,2022-06-01,Wrong Item,56.33
4194,23632,2022-09-05,Quality Issue,27.14
4195,20022,2025-06-24,Wrong Item,15.36
4196,20047,2025-01-23,Late Delivery,72.75
4197,22272,2022-09-28,Damaged,14.03
4198,2027,2023-09-23,Quality Issue,19.08
4199,45982,2024-02-12,Wrong Item,61.81
4200,3595,2023-07-23,Quality Issue,174.18
4201,8138,2024-01-25,Wrong Item,28.23
4202,17687,2024-05-27,Damaged,14.39
4203,30103,2022-03-13,Late Delivery,31.22
4204,11598,2024-12-23,Quality Issue,16.06
4205,23492,2024-01-10,Wrong Item,6.88
4206,4385,2022-12-21,Wrong Item,218.21
4207,3277,2023-10-30,Late Delivery,17.94
4208,48027,2024-03-26,Late Delivery,25.27
4209,28806,2022-06-19,Late Delivery,169.66
4210,14207,2023-07-15,Changed Mind,50.4
4211,38392,2022-12-21,Damaged,16.6
4212,31664,2022-03-28,Late Delivery,13.6
4213,26834,2025-10-03,Quality Issue,59.78
4214,47846,2022-07-09,Quality Issue,13.34
4215,78035,2025-08-27,Late Delivery,11.23
4216,53640,2025-10-14,Late Delivery,63.54
4217,9135,2025-12-08,Damaged,109.11
4218,70044,2025-08-30,Late Delivery,11.81
4219,40471,2023-04-10,Changed Mind,17.26
4220,3714,2025-06-01,Quality Issue,39.99
4221,35736,2025-12-16,Quality Issue,125.55
4222,27373,2024-10-18,Changed Mind,20.54
4223,69698,2023-08-19,Late Delivery,30.55
4224,4955,2024-10-19,Wrong Item,88.77
4225,76548,2025-03-29,Quality Issue,91.82
4226,69238,2022-09-11,Damaged,51.69
4227,28735,2025-05-17,Damaged,17.1
4228,20510,2024-07-22,Damaged,18.67
4229,74683,2023-06-12,Damaged,84.67
4230,62956,2023-01-19,Damaged,39.72
4231,52824,2024-05-16,Quality Issue,34.16
4232,21758,2024-11-12,Quality Issue,38.73
4233,9371,2024-05-24,Wrong Item,67.51
4234,71127,2025-08-10,Quality Issue,41.81
4235,47028,2024-07-30,Wrong Item,66.85
4236,61644,2022-08-06,Late Delivery,9.85
4237,21050,2025-03-28,Wrong Item,40.29
4238,27773,2025-04-12,Quality Issue,66.48
4239,61596,2023-10-30,Wrong Item,86.58
4240,37268,2022-07-10,Quality Issue,30.64
4241,54152,2023-11-22,Quality Issue,32.6
4242,46324,2023-05-24,Changed Mind,10.11
4243,57219,2025-02-16,Changed Mind,325.87
4244,70223,2024-09-14,Changed Mind,215.92
4245,43005,2022-03-13,Late Delivery,30.55
4246,15943,2022-12-27,Changed Mind,37.68
4247,40379,2025-01-23,Changed Mind,16.2
4248,14354,2022-09-08,Quality Issue,39.61
4249,49098,2022-08-09,Wrong Item,17.12
4250,48220,2025-06-12,Changed Mind,39.68
4251,39435,2025-10-19,Damaged,15.52
4252,24179,2025-05-29,Damaged,5.41
4253,58518,2022-04-30,Changed Mind,32.21
4254,467,2023-12-02,Wrong Item,37.71
4255,36939,2023-01-08,Changed Mind,55.51
4256,20889,2025-06-05,Damaged,14.96
4257,29561,2022-09-03,Late Delivery,93.43
4258,62525,2025-12-03,Wrong Item,15.79
4259,15182,2024-08-17,Damaged,18.33
4260,26671,2022-12-19,Quality Issue,88.12
4261,18428,2023-07-02,Damaged,19.07
4262,6520,2023-07-31,Late Delivery,34.13
4263,42631,2025-02-18,Wrong Item,25.0
4264,60251,2023-10-04,Damaged,26.67
4265,30438,2024-08-30,Late Delivery,21.54
4266,23686,2023-04-25,Late Delivery,120.53
4267,40392,2022-08-30,Wrong Item,69.79
4268,43920,2024-05-29,Damaged,17.69
4269,18231,2025-12-04,Late Delivery,91.91
4270,28751,2023-02-10,Changed Mind,5.52
4271,68127,2025-02-08,Damaged,13.03
4272,54513,2025-07-02,Changed Mind,49.45
4273,52776,2022-09-30,Quality Issue,123.75
4274,44623,2024-02-13,Quality Issue,53.84
4275,55894,2025-11-22,Quality Issue,15.82
4276,19736,2024-09-05,Quality Issue,40.27
4277,63609,2022-04-30,Damaged,59.32
4278,2454,2024-01-21,Quality Issue,71.22
4279,55049,2024-04-03,Wrong Item,25.7
4280,55834,2024-11-25,Damaged,26.31
4281,44887,2023-11-13,Damaged,37.3
4282,18248,2024-07-06,Late Delivery,49.32
4283,47932,2022-02-16,Changed Mind,34.12
